loan_id,customer_id,origination_date,product,channel,region,loan_purpose,risk_band,risk_score,original_amount_vnd,tenor_months,annual_interest_rate
LN0000249,CUS0006900,2024-04-01,Personal Loan,Digital,Ho Chi Minh City,Education,C,683,259000000,48,0.2378
LN0000250,CUS0004819,2023-07-01,Personal Loan,Partner,North,Other,A,787,74000000,48,0.246
LN0000251,CUS0000030,2023-03-01,Installment Loan,Branch,South,Electronics,D,581,22000000,6,0.2779
LN0000252,CUS0000789,2023-09-01,Personal Loan,Branch,Ho Chi Minh City,Consumption,D,594,43000000,48,0.2155
LN0000253,CUS0001430,2023-03-01,Credit Card,Digital,Ho Chi Minh City,Medical,D,640,94000000,36,0.3007
LN0000254,CUS0004841,2023-11-01,Credit Card,Partner,North,Other,B,745,31000000,36,0.3136
LN0000255,CUS0003981,2023-10-01,Personal Loan,Branch,South,Education,A,771,97000000,24,0.203
LN0000256,CUS0004713,2023-02-01,Installment Loan,Digital,Ho Chi Minh City,Electronics,B,702,95000000,9,0.2191
LN0000257,CUS0002187,2023-01-01,Installment Loan,Partner,North,Consumption,A,809,59000000,18,0.2065
LN0000258,CUS0008453,2024-02-01,Credit Card,Telesales,Ho Chi Minh City,Medical,D,596,32000000,36,0.2937
LN0000259,CUS0008034,2023-11-01,Installment Loan,Partner,Central,Medical,A,825,41000000,6,0.2605
LN0000260,CUS0001746,2023-12-01,Credit Card,Digital,Ho Chi Minh City,Home Improvement,A,847,119000000,36,0.293
LN0000261,CUS0003477,2023-03-01,Personal Loan,Digital,South,Other,A,828,56000000,36,0.234
LN0000262,CUS0005514,2024-03-01,Personal Loan,Digital,Ho Chi Minh City,Home Improvement,B,757,104000000,36,0.2508
LN0000263,CUS0000823,2023-02-01,Credit Card,Digital,Ho Chi Minh City,Electronics,B,737,54000000,36,0.3141
LN0000264,CUS0001985,2023-04-01,Installment Loan,Partner,Hanoi,Electronics,C,694,25000000,12,0.3064
LN0000265,CUS0001491,2023-07-01,Personal Loan,Partner,Central,Home Improvement,E,520,262000000,48,0.2411
LN0000266,CUS0005322,2023-11-01,Personal Loan,Digital,South,Electronics,C,689,280000000,48,0.2088
LN0000267,CUS0000258,2023-10-01,Personal Loan,Digital,Central,Home Improvement,A,826,168000000,12,0.2848
LN0000268,CUS0007904,2023-05-01,Personal Loan,Partner,North,Electronics,D,635,70000000,18,0.2642
LN0000269,CUS0003222,2023-02-01,Installment Loan,Digital,Ho Chi Minh City,Consumption,A,798,54000000,18,0.2999
LN0000270,CUS0001547,2023-12-01,Credit Card,Branch,Hanoi,Consumption,D,605,102000000,36,0.3104
LN0000271,CUS0004188,2023-10-01,Credit Card,Partner,South,Medical,B,745,60000000,36,0.2733
LN0000272,CUS0004626,2023-02-01,Credit Card,Telesales,Central,Other,C,650,96000000,36,0.3209
LN0000273,CUS0004408,2024-01-01,Personal Loan,Branch,North,Education,C,695,198000000,18,0.2664
LN0000274,CUS0000676,2023-12-01,Credit Card,Telesales,South,Electronics,D,582,120000000,36,0.3203
LN0000275,CUS0004250,2024-03-01,Credit Card,Partner,Central,Medical,C,697,37000000,36,0.283
LN0000276,CUS0004098,2023-04-01,Credit Card,Digital,North,Medical,B,722,24000000,36,0.3156
LN0000277,CUS0001741,2024-02-01,Credit Card,Partner,North,Consumption,C,684,19000000,36,0.3466
LN0000278,CUS0005485,2024-01-01,Personal Loan,Digital,Hanoi,Other,C,671,264000000,36,0.2078
LN0000279,CUS0007261,2023-11-01,Credit Card,Digital,North,Consumption,B,723,77000000,36,0.3034
LN0000280,CUS0006433,2023-01-01,Credit Card,Telesales,South,Home Improvement,D,633,89000000,36,0.2761
LN0000281,CUS0001162,2023-04-01,Personal Loan,Digital,North,Education,A,838,36000000,36,0.2208
LN0000282,CUS0000334,2023-08-01,Personal Loan,Branch,North,Home Improvement,C,658,174000000,12,0.2888
LN0000283,CUS0001683,2024-05-01,Credit Card,Digital,South,Education,A,830,117000000,36,0.3591
LN0000284,CUS0001400,2023-04-01,Personal Loan,Partner,Hanoi,Medical,D,596,33000000,12,0.2338
LN0000285,CUS0007469,2023-03-01,Personal Loan,Branch,North,Medical,A,784,38000000,36,0.2045
LN0000286,CUS0004208,2024-01-01,Personal Loan,Digital,Central,Consumption,B,706,230000000,36,0.2987
LN0000287,CUS0004568,2023-10-01,Installment Loan,Telesales,Hanoi,Education,B,723,71000000,6,0.2143
LN0000288,CUS0000093,2024-02-01,Personal Loan,Digital,Hanoi,Medical,A,779,112000000,48,0.247
LN0000289,CUS0002480,2023-09-01,Installment Loan,Digital,North,Other,A,768,73000000,12,0.314
LN0000290,CUS0001873,2023-03-01,Credit Card,Branch,South,Education,B,702,97000000,36,0.2436
LN0000291,CUS0006271,2023-06-01,Credit Card,Digital,South,Other,A,818,100000000,36,0.2447
LN0000292,CUS0007851,2023-04-01,Buy Now Pay Later,Digital,South,Home Improvement,B,708,30000000,9,0.2982
LN0000293,CUS0006903,2023-11-01,Installment Loan,Digital,South,Other,E,480,88000000,12,0.2588
LN0000294,CUS0002373,2023-12-01,Credit Card,Branch,South,Medical,A,763,16000000,36,0.2574
LN0000295,CUS0004158,2024-02-01,Installment Loan,Digital,South,Medical,D,647,33000000,24,0.3027
LN0000296,CUS0002853,2023-03-01,Personal Loan,Digital,Ho Chi Minh City,Education,B,752,94000000,24,0.1856
LN0000297,CUS0003545,2024-01-01,Installment Loan,Digital,Ho Chi Minh City,Home Improvement,D,583,55000000,24,0.2514
LN0000298,CUS0006568,2023-01-01,Personal Loan,Partner,Ho Chi Minh City,Consumption,A,786,39000000,18,0.2694
LN0000299,CUS0003169,2023-09-01,Personal Loan,Branch,Hanoi,Medical,B,741,132000000,48,0.26
LN0000300,CUS0003892,2023-09-01,Personal Loan,Digital,Hanoi,Medical,A,801,125000000,24,0.2823
LN0000301,CUS0007649,2024-01-01,Personal Loan,Digital,North,Electronics,C,666,34000000,18,0.2837
LN0000302,CUS0002692,2024-05-01,Installment Loan,Digital,South,Medical,C,662,18000000,12,0.2752
LN0000303,CUS0000502,2023-08-01,Credit Card,Branch,North,Other,C,658,21000000,36,0.2442
LN0000304,CUS0000596,2024-03-01,Personal Loan,Branch,Ho Chi Minh City,Electronics,A,786,109000000,12,0.2491
LN0000305,CUS0000965,2023-02-01,Personal Loan,Digital,Central,Electronics,B,713,49000000,12,0.2411
LN0000306,CUS0001909,2024-04-01,Buy Now Pay Later,Branch,Hanoi,Medical,B,703,24000000,12,0.2399
LN0000307,CUS0002572,2023-04-01,Buy Now Pay Later,Branch,Ho Chi Minh City,Education,D,632,8000000,12,0.1858
LN0000308,CUS0000191,2023-02-01,Installment Loan,Digital,North,Home Improvement,E,526,44000000,24,0.2858
LN0000309,CUS0004422,2024-05-01,Personal Loan,Digital,South,Medical,B,721,228000000,18,0.1861
LN0000310,CUS0002251,2023-01-01,Installment Loan,Digital,South,Consumption,C,681,53000000,6,0.2402
LN0000311,CUS0000452,2023-08-01,Personal Loan,Digital,Ho Chi Minh City,Education,C,661,278000000,24,0.1946
LN0000312,CUS0003532,2024-02-01,Installment Loan,Digital,Hanoi,Home Improvement,A,828,82000000,18,0.3139
LN0000313,CUS0007385,2023-11-01,Credit Card,Telesales,South,Education,B,719,44000000,36,0.3284
LN0000314,CUS0004722,2023-09-01,Credit Card,Digital,Ho Chi Minh City,Education,D,583,67000000,36,0.2997
LN0000315,CUS0003256,2023-02-01,Credit Card,Branch,Central,Medical,A,817,26000000,36,0.3464
LN0000316,CUS0008210,2024-02-01,Installment Loan,Digital,Ho Chi Minh City,Other,A,820,70000000,24,0.2764
LN0000317,CUS0008398,2024-02-01,Personal Loan,Digital,Ho Chi Minh City,Other,A,784,287000000,18,0.2301
LN0000318,CUS0004284,2024-03-01,Installment Loan,Partner,South,Home Improvement,B,734,87000000,6,0.3083
LN0000319,CUS0006532,2023-08-01,Installment Loan,Digital,North,Home Improvement,A,813,61000000,6,0.2361
LN0000320,CUS0006270,2024-05-01,Buy Now Pay Later,Partner,South,Electronics,C,672,12000000,3,0.2922
LN0000321,CUS0008084,2023-01-01,Personal Loan,Digital,Central,Home Improvement,A,785,267000000,24,0.1923
LN0000322,CUS0004305,2023-12-01,Credit Card,Partner,South,Home Improvement,A,802,114000000,36,0.2446
LN0000323,CUS0005475,2024-04-01,Personal Loan,Partner,South,Other,A,841,67000000,48,0.2617
LN0000324,CUS0004574,2024-03-01,Personal Loan,Branch,South,Consumption,A,838,179000000,12,0.2905
LN0000325,CUS0008467,2023-12-01,Installment Loan,Branch,North,Electronics,D,605,10000000,12,0.2611
LN0000326,CUS0000355,2023-10-01,Personal Loan,Branch,Hanoi,Home Improvement,C,663,180000000,18,0.2992
LN0000327,CUS0003271,2024-02-01,Credit Card,Digital,North,Other,C,691,120000000,36,0.271
LN0000328,CUS0003668,2024-02-01,Personal Loan,Digital,North,Electronics,B,759,211000000,12,0.19
LN0000329,CUS0000558,2023-07-01,Installment Loan,Digital,Ho Chi Minh City,Consumption,B,725,80000000,18,0.2298
LN0000330,CUS0006157,2023-04-01,Credit Card,Branch,Central,Home Improvement,D,580,22000000,36,0.2795
LN0000331,CUS0001122,2023-10-01,Personal Loan,Digital,Central,Education,C,667,141000000,24,0.1851
LN0000332,CUS0001881,2023-02-01,Installment Loan,Digital,Hanoi,Medical,C,666,50000000,6,0.2155
LN0000333,CUS0003612,2024-01-01,Personal Loan,Digital,Central,Home Improvement,B,728,255000000,48,0.2226
LN0000334,CUS0000231,2023-03-01,Personal Loan,Digital,Ho Chi Minh City,Electronics,D,605,32000000,36,0.2493
LN0000335,CUS0002270,2024-01-01,Installment Loan,Branch,Central,Home Improvement,B,731,48000000,6,0.2881
LN0000336,CUS0005095,2023-12-01,Credit Card,Partner,South,Home Improvement,C,670,33000000,36,0.2596
LN0000337,CUS0004267,2023-01-01,Personal Loan,Branch,North,Consumption,B,702,276000000,36,0.2051
LN0000338,CUS0002759,2024-01-01,Credit Card,Telesales,North,Consumption,D,583,18000000,36,0.2547
LN0000339,CUS0002730,2023-12-01,Personal Loan,Telesales,North,Other,D,591,219000000,24,0.2927
LN0000340,CUS0004311,2023-03-01,Credit Card,Telesales,Hanoi,Consumption,E,467,23000000,36,0.2935
LN0000341,CUS0002326,2024-03-01,Credit Card,Digital,Hanoi,Other,D,636,27000000,36,0.2658
LN0000342,CUS0004697,2024-04-01,Installment Loan,Digital,South,Education,C,684,72000000,12,0.2032
LN0000343,CUS0005248,2023-05-01,Credit Card,Telesales,Hanoi,Medical,A,788,75000000,36,0.2475
LN0000344,CUS0007362,2023-02-01,Personal Loan,Digital,South,Other,A,817,32000000,36,0.217
LN0000345,CUS0002426,2023-07-01,Credit Card,Telesales,Ho Chi Minh City,Consumption,C,659,47000000,36,0.359
LN0000346,CUS0003874,2023-02-01,Credit Card,Branch,Ho Chi Minh City,Other,A,773,42000000,36,0.3508
LN0000347,CUS0002436,2023-03-01,Credit Card,Partner,South,Medical,C,674,74000000,36,0.2595
LN0000348,CUS0008615,2023-04-01,Personal Loan,Branch,Hanoi,Consumption,E,489,111000000,36,0.2225
LN0000349,CUS0000688,2024-03-01,Installment Loan,Telesales,Hanoi,Education,C,686,97000000,12,0.2836
LN0000350,CUS0008647,2023-11-01,Installment Loan,Partner,North,Other,A,838,57000000,24,0.2194
LN0000351,CUS0008181,2024-01-01,Credit Card,Telesales,South,Electronics,B,705,68000000,36,0.337
LN0000352,CUS0004878,2023-06-01,Personal Loan,Branch,Hanoi,Consumption,E,465,177000000,18,0.2427
LN0000353,CUS0002548,2023-03-01,Personal Loan,Telesales,North,Education,B,717,217000000,36,0.2918
LN0000354,CUS0001195,2024-02-01,Personal Loan,Digital,Ho Chi Minh City,Consumption,B,730,53000000,48,0.2053
LN0000355,CUS0003294,2024-02-01,Credit Card,Partner,Central,Medical,C,675,101000000,36,0.3307
LN0000356,CUS0004825,2023-03-01,Buy Now Pay Later,Telesales,South,Medical,E,522,13000000,6,0.2884
LN0000357,CUS0007889,2023-01-01,Buy Now Pay Later,Partner,Hanoi,Home Improvement,B,726,4000000,9,0.241
LN0000358,CUS0006068,2023-05-01,Personal Loan,Branch,Central,Medical,A,810,280000000,48,0.2149
LN0000359,CUS0006760,2023-09-01,Personal Loan,Branch,North,Home Improvement,B,732,65000000,36,0.2407
LN0000360,CUS0002109,2024-03-01,Credit Card,Digital,North,Electronics,A,781,21000000,36,0.2687
LN0000361,CUS0006031,2024-03-01,Installment Loan,Digital,North,Home Improvement,A,819,78000000,9,0.2525
LN0000362,CUS0001875,2023-09-01,Personal Loan,Partner,North,Other,C,686,139000000,24,0.2286
LN0000363,CUS0003932,2023-12-01,Personal Loan,Digital,South,Education,B,708,201000000,36,0.1805
LN0000364,CUS0008345,2024-04-01,Installment Loan,Branch,Hanoi,Other,C,685,10000000,24,0.2288
LN0000365,CUS0003464,2023-09-01,Personal Loan,Digital,Ho Chi Minh City,Medical,E,477,152000000,12,0.261
LN0000366,CUS0007141,2024-01-01,Personal Loan,Branch,South,Medical,D,585,122000000,48,0.2568
LN0000367,CUS0006563,2023-12-01,Personal Loan,Partner,Hanoi,Other,A,838,224000000,12,0.2144
LN0000368,CUS0000126,2023-03-01,Credit Card,Digital,North,Consumption,C,653,32000000,36,0.3571
LN0000369,CUS0001120,2023-09-01,Personal Loan,Partner,Ho Chi Minh City,Home Improvement,B,725,276000000,36,0.2624
LN0000370,CUS0004564,2023-12-01,Personal Loan,Digital,Central,Medical,B,744,16000000,48,0.1932
LN0000371,CUS0007121,2024-04-01,Installment Loan,Digital,South,Electronics,E,543,20000000,9,0.3164
LN0000372,CUS0008170,2023-10-01,Credit Card,Digital,South,Consumption,A,845,102000000,36,0.2775
LN0000373,CUS0005372,2023-03-01,Credit Card,Digital,Ho Chi Minh City,Home Improvement,A,778,60000000,36,0.2741
LN0000374,CUS0005378,2023-03-01,Buy Now Pay Later,Digital,South,Home Improvement,B,735,5000000,6,0.2863
LN0000375,CUS0005564,2024-04-01,Installment Loan,Digital,North,Medical,B,724,33000000,12,0.2599
LN0000376,CUS0004465,2024-04-01,Personal Loan,Partner,Hanoi,Other,B,712,266000000,48,0.2096
LN0000377,CUS0001972,2024-03-01,Credit Card,Partner,Central,Other,B,722,111000000,36,0.2494
LN0000378,CUS0008139,2024-02-01,Personal Loan,Telesales,Ho Chi Minh City,Medical,B,700,134000000,36,0.2779
LN0000379,CUS0002370,2023-06-01,Installment Loan,Partner,South,Home Improvement,A,783,38000000,24,0.2261
LN0000380,CUS0004462,2023-08-01,Buy Now Pay Later,Partner,North,Other,B,753,23000000,3,0.2872
LN0000381,CUS0000252,2024-03-01,Personal Loan,Digital,Ho Chi Minh City,Medical,B,700,73000000,48,0.2913
LN0000382,CUS0004873,2023-09-01,Personal Loan,Telesales,South,Medical,C,656,70000000,36,0.2782
LN0000383,CUS0000102,2024-05-01,Personal Loan,Digital,South,Other,D,615,94000000,24,0.2813
LN0000384,CUS0006626,2024-04-01,Credit Card,Branch,Ho Chi Minh City,Consumption,A,846,30000000,36,0.2573
LN0000385,CUS0002609,2023-05-01,Credit Card,Partner,North,Medical,B,747,30000000,36,0.3384
LN0000386,CUS0002587,2024-01-01,Personal Loan,Branch,South,Other,C,689,285000000,18,0.2896
LN0000387,CUS0001375,2023-10-01,Credit Card,Digital,North,Education,B,705,95000000,36,0.3533
LN0000388,CUS0001834,2023-09-01,Personal Loan,Digital,Ho Chi Minh City,Other,B,706,181000000,36,0.1893
LN0000389,CUS0002575,2023-04-01,Installment Loan,Telesales,Hanoi,Home Improvement,C,665,30000000,6,0.2804
LN0000390,CUS0003588,2023-11-01,Credit Card,Digital,South,Other,B,732,70000000,36,0.3582
LN0000391,CUS0001682,2023-04-01,Buy Now Pay Later,Partner,South,Other,E,544,8000000,12,0.1863
LN0000392,CUS0008424,2023-01-01,Personal Loan,Branch,North,Consumption,C,690,170000000,48,0.2671
LN0000393,CUS0006264,2023-09-01,Installment Loan,Digital,Ho Chi Minh City,Electronics,A,786,39000000,12,0.2634
LN0000394,CUS0004990,2024-04-01,Personal Loan,Digital,Ho Chi Minh City,Medical,A,788,34000000,18,0.1835
LN0000395,CUS0001147,2024-03-01,Buy Now Pay Later,Branch,Hanoi,Other,A,839,14000000,6,0.2105
LN0000396,CUS0003065,2023-06-01,Personal Loan,Partner,Hanoi,Home Improvement,C,655,222000000,24,0.2021
LN0000397,CUS0000790,2023-11-01,Credit Card,Partner,South,Home Improvement,D,598,67000000,36,0.2714
LN0000398,CUS0006822,2023-06-01,Buy Now Pay Later,Digital,Ho Chi Minh City,Medical,B,710,21000000,12,0.2835
LN0000399,CUS0003568,2024-05-01,Personal Loan,Partner,South,Other,A,777,149000000,12,0.247
LN0000400,CUS0003160,2023-12-01,Credit Card,Digital,Hanoi,Consumption,B,737,107000000,36,0.3113
LN0000401,CUS0002222,2023-12-01,Personal Loan,Telesales,Ho Chi Minh City,Home Improvement,D,591,235000000,36,0.2568
LN0000402,CUS0003969,2023-12-01,Personal Loan,Digital,Hanoi,Home Improvement,B,701,142000000,48,0.2323
LN0000403,CUS0005992,2023-10-01,Credit Card,Branch,North,Education,A,818,55000000,36,0.2795
LN0000404,CUS0005787,2023-01-01,Personal Loan,Telesales,Hanoi,Home Improvement,A,824,252000000,36,0.1948
LN0000405,CUS0005373,2023-07-01,Personal Loan,Branch,South,Consumption,A,786,272000000,48,0.2006
LN0000406,CUS0001367,2023-02-01,Personal Loan,Partner,Hanoi,Home Improvement,B,719,288000000,36,0.257
LN0000407,CUS0008093,2023-09-01,Credit Card,Digital,Ho Chi Minh City,Medical,A,761,116000000,36,0.3325
LN0000408,CUS0002850,2023-07-01,Buy Now Pay Later,Digital,Central,Education,C,670,26000000,6,0.1971
LN0000409,CUS0001614,2023-12-01,Installment Loan,Telesales,North,Education,D,621,65000000,6,0.2879
LN0000410,CUS0005992,2024-02-01,Installment Loan,Branch,Hanoi,Other,C,697,94000000,9,0.2487
LN0000411,CUS0006480,2023-06-01,Personal Loan,Branch,Hanoi,Education,B,752,195000000,18,0.2209
LN0000412,CUS0008183,2024-01-01,Personal Loan,Telesales,Central,Medical,C,694,254000000,18,0.2209
LN0000413,CUS0007511,2023-08-01,Personal Loan,Partner,South,Medical,B,729,207000000,18,0.1964
LN0000414,CUS0001171,2023-05-01,Personal Loan,Partner,Ho Chi Minh City,Home Improvement,B,703,269000000,36,0.1914
LN0000415,CUS0005020,2023-06-01,Credit Card,Digital,Central,Medical,A,850,13000000,36,0.298
LN0000416,CUS0004413,2023-12-01,Credit Card,Digital,South,Other,C,688,29000000,36,0.3322
LN0000417,CUS0006211,2023-01-01,Credit Card,Telesales,Ho Chi Minh City,Medical,B,752,88000000,36,0.2409
LN0000418,CUS0007473,2023-02-01,Buy Now Pay Later,Branch,South,Education,A,825,22000000,9,0.2737
LN0000419,CUS0008534,2023-03-01,Installment Loan,Partner,Hanoi,Medical,D,627,73000000,9,0.3032
LN0000420,CUS0003738,2023-09-01,Personal Loan,Digital,South,Consumption,D,643,115000000,18,0.2652
LN0000421,CUS0003863,2023-10-01,Personal Loan,Partner,Ho Chi Minh City,Consumption,B,706,16000000,36,0.2441
LN0000422,CUS0002828,2023-05-01,Personal Loan,Partner,Hanoi,Medical,D,645,257000000,12,0.2569
LN0000423,CUS0000102,2023-09-01,Personal Loan,Branch,Hanoi,Consumption,B,720,30000000,12,0.2701
LN0000424,CUS0007699,2023-11-01,Credit Card,Digital,North,Electronics,C,672,78000000,36,0.3301
LN0000425,CUS0007744,2024-04-01,Installment Loan,Digital,Ho Chi Minh City,Electronics,A,808,97000000,9,0.3167
LN0000426,CUS0003171,2024-05-01,Personal Loan,Telesales,North,Medical,D,624,20000000,36,0.2828
LN0000427,CUS0007140,2023-04-01,Personal Loan,Digital,Hanoi,Electronics,C,674,189000000,12,0.2873
LN0000428,CUS0001540,2023-02-01,Installment Loan,Digital,South,Medical,B,707,24000000,18,0.2527
LN0000429,CUS0006354,2023-04-01,Installment Loan,Partner,Central,Consumption,C,679,58000000,12,0.2244
LN0000430,CUS0008042,2023-05-01,Credit Card,Partner,Central,Electronics,D,635,59000000,36,0.2608
LN0000431,CUS0008172,2023-08-01,Personal Loan,Branch,Ho Chi Minh City,Home Improvement,C,671,178000000,36,0.2346
LN0000432,CUS0001677,2023-01-01,Credit Card,Branch,South,Electronics,B,758,45000000,36,0.3191
LN0000433,CUS0006531,2023-04-01,Personal Loan,Telesales,South,Electronics,E,471,239000000,12,0.1825
LN0000434,CUS0008440,2023-02-01,Personal Loan,Digital,North,Education,C,663,298000000,48,0.1842
LN0000435,CUS0008159,2023-02-01,Personal Loan,Telesales,Ho Chi Minh City,Consumption,B,705,229000000,24,0.1873
LN0000436,CUS0005199,2024-01-01,Personal Loan,Branch,Central,Consumption,A,762,243000000,48,0.2587
LN0000437,CUS0000975,2023-01-01,Credit Card,Partner,Hanoi,Electronics,A,822,93000000,36,0.2629
LN0000438,CUS0007531,2023-12-01,Credit Card,Digital,Central,Other,A,825,93000000,36,0.2767
LN0000439,CUS0008562,2023-04-01,Personal Loan,Digital,Hanoi,Medical,A,770,268000000,24,0.2844
LN0000440,CUS0000015,2023-05-01,Personal Loan,Telesales,South,Medical,D,580,268000000,24,0.1841
LN0000441,CUS0006924,2023-04-01,Installment Loan,Branch,Central,Home Improvement,B,709,41000000,12,0.2501
LN0000442,CUS0003446,2023-03-01,Credit Card,Partner,Hanoi,Other,D,622,112000000,36,0.2895
LN0000443,CUS0004103,2024-03-01,Installment Loan,Digital,Central,Electronics,A,830,89000000,6,0.3115
LN0000444,CUS0006228,2023-02-01,Personal Loan,Partner,North,Medical,A,809,210000000,18,0.1926
LN0000445,CUS0005678,2023-02-01,Personal Loan,Digital,North,Medical,A,785,205000000,48,0.2519
LN0000446,CUS0007540,2024-04-01,Credit Card,Telesales,Central,Electronics,B,707,59000000,36,0.3518
LN0000447,CUS0008811,2024-03-01,Installment Loan,Partner,Ho Chi Minh City,Electronics,B,735,28000000,18,0.2243
LN0000448,CUS0000450,2024-05-01,Credit Card,Digital,Central,Other,E,490,29000000,36,0.3333
LN0000449,CUS0007769,2023-12-01,Installment Loan,Partner,Ho Chi Minh City,Medical,A,773,20000000,18,0.2619
LN0000450,CUS0001854,2024-01-01,Personal Loan,Branch,Central,Medical,B,718,217000000,24,0.2094
LN0000451,CUS0000690,2023-05-01,Installment Loan,Telesales,Central,Electronics,B,707,62000000,6,0.2942
LN0000452,CUS0002437,2023-02-01,Buy Now Pay Later,Branch,North,Education,B,704,25000000,6,0.1939
